N,P,K,temperature,humidity,ph,rainfall,label
95.2,24.4,38.8,12.26,60.37,5.63,57.17,mustard
83.1,54.9,49.8,18.5,74.12,5.51,36.38,onion
29.5,45.5,20.1,26.27,81.33,6.22,36.0,mungbean
70.5,53.5,65.6,29.05,84.93,5.99,93.46,ginger
63.9,36.9,42.7,18.71,54.39,5.92,19.38,garlic
61.2,50.4,20.9,25.57,84.94,5.9,274.7,rice
10.7,84.4,27.2,21.77,70.64,7.07,85.99,soybean
44.5,44.4,45.2,9.77,48.65,6.36,30.71,garlic
111.4,48.5,36.4,17.68,50.38,6.8,79.62,wheat
48.2,39.5,49.7,19.91,79.33,6.53,102.07,fingermillet
30.1,48.9,20.2,22.15,16.55,6.27,95.71,kidneybeans
55.6,85.3,14.6,28.18,63.25,6.9,69.46,blackgram
132.5,96.8,47.3,28.02,80.01,6.39,145.23,banana
28.3,17.4,25.3,31.6,90.25,5.89,227.79,coconut
24.5,54.2,14.4,30.01,30.95,6.19,158.42,pigeonpeas
18.7,23.0,49.3,19.67,89.66,6.29,100.55,pomegranate
74.3,58.3,31.0,22.36,76.48,5.31,86.82,banana
73.6,39.6,75.4,15.65,67.16,5.81,102.13,potato
64.9,52.9,62.7,20.36,59.76,7.24,63.8,onion
23.6,44.7,23.3,32.23,61.14,7.17,43.46,mothbeans
27.3,78.2,16.1,17.62,22.8,5.38,87.2,kidneybeans
57.3,60.7,55.5,25.25,49.43,6.77,25.23,onion
15.6,17.8,43.0,21.8,91.31,5.87,117.52,pomegranate
128.6,46.0,23.9,23.19,81.8,7.13,75.77,cotton
35.6,43.2,89.2,16.39,16.29,7.23,111.99,chickpea
71.8,68.8,53.1,26.14,80.32,6.98,218.5,jute
24.5,58.7,18.6,24.31,77.71,7.08,59.55,soybean
83.7,55.7,102.3,15.37,73.13,4.84,62.1,potato
8.3,152.4,226.1,23.79,94.37,4.6,137.7,apple
62.1,34.8,38.7,18.91,85.98,6.29,77.87,fingermillet
107.5,44.9,32.6,28.43,80.57,6.59,154.86,sugarcane
74.4,35.9,42.3,21.24,85.36,6.43,203.77,rice
63.5,54.1,49.4,26.44,70.39,6.81,165.11,jute
98.7,29.7,17.4,18.52,73.3,5.51,49.85,maize
60.5,32.7,51.2,30.23,89.86,6.47,171.0,papaya
31.8,12.1,6.9,21.34,96.98,7.65,81.66,orange
34.3,58.3,18.6,28.15,39.12,6.3,166.55,pigeonpeas
9.8,89.5,19.2,17.44,21.81,5.25,120.98,kidneybeans
36.4,92.5,22.9,22.83,72.42,6.92,50.69,lentil
28.8,69.8,17.9,20.73,18.28,5.17,97.46,kidneybeans
18.0,112.0,202.6,23.97,89.33,5.53,94.08,apple
34.9,34.2,25.2,7.84,46.66,6.86,32.29,barley
18.6,19.5,10.5,21.27,90.66,6.39,106.0,orange
27.9,46.1,9.6,27.33,62.33,5.45,80.39,groundnut
56.8,36.3,25.9,14.44,38.9,7.3,64.49,barley
48.1,47.9,101.3,13.86,86.99,5.47,108.01,potato
60.7,49.5,59.6,20.29,68.66,5.9,45.56,onion
107.8,96.6,72.7,30.81,79.44,6.22,123.17,banana
114.3,61.1,73.0,26.69,72.56,6.42,89.98,tomato
64.7,60.3,41.7,11.17,51.35,6.85,24.7,garlic
22.6,71.5,25.5,23.31,54.73,5.77,180.88,pigeonpeas
30.3,90.8,15.9,19.36,22.37,6.12,161.86,kidneybeans
23.9,156.1,186.9,20.09,97.49,5.83,99.42,apple
109.7,27.4,45.3,26.89,84.54,6.14,147.71,sugarcane
36.2,61.7,78.6,18.86,14.46,7.6,30.49,chickpea
93.9,82.4,56.2,23.82,77.45,5.7,83.22,tomato
114.8,18.6,35.0,23.92,86.61,6.7,67.02,watermelon
92.4,13.3,36.5,23.67,81.37,6.14,67.2,watermelon
131.9,49.7,25.5,24.22,54.27,6.45,43.05,maize
17.4,78.6,15.1,19.49,23.94,4.75,49.75,kidneybeans
82.8,64.5,35.5,25.84,75.81,6.16,75.27,tomato
64.4,54.3,14.4,18.59,75.59,6.12,88.95,maize
19.7,56.4,31.2,32.88,69.72,5.46,51.16,groundnut
143.5,35.4,17.4,21.58,86.32,6.92,119.55,cotton
11.0,93.4,23.5,20.21,22.54,5.42,111.27,kidneybeans
85.1,54.6,60.2,13.74,58.92,6.79,80.97,wheat
16.3,66.6,11.4,26.43,63.96,5.96,66.94,soybean
43.8,54.7,80.6,16.48,14.91,8.1,119.82,chickpea
67.0,39.4,30.0,31.25,46.0,6.78,50.94,sorghum
53.7,47.8,41.6,27.34,47.91,6.46,70.33,sorghum
17.3,47.6,19.5,34.24,42.37,7.34,43.43,mothbeans
22.3,90.0,19.9,27.74,80.28,7.2,36.8,mungbean
36.2,74.0,92.1,18.88,14.44,6.84,50.5,chickpea
22.8,99.0,237.4,22.34,83.32,5.67,89.86,grapes
27.4,68.5,73.7,18.48,13.35,7.9,111.68,chickpea
100.9,60.3,16.0,20.89,80.59,6.93,128.68,cotton
110.9,45.1,40.7,14.51,51.94,6.21,19.27,wheat
15.4,66.7,19.3,22.66,24.13,4.5,101.37,kidneybeans
61.5,14.1,39.4,23.47,76.43,5.92,231.39,jute
25.5,88.1,9.6,22.75,24.85,5.32,113.12,kidneybeans
40.0,63.4,26.9,33.21,63.25,7.48,61.39,blackgram
156.5,72.3,44.0,27.91,76.05,5.89,120.67,banana
116.1,47.6,49.6,29.78,88.29,5.76,113.05,sugarcane
67.4,60.4,32.8,23.95,61.88,7.15,25.45,onion
47.9,52.1,25.3,26.43,56.2,4.55,116.13,groundnut
89.3,58.0,46.8,22.84,75.43,6.9,216.74,jute
12.9,14.7,8.4,20.46,91.34,7.96,106.18,orange
53.5,39.0,70.8,17.92,58.79,5.34,99.35,potato
25.2,116.3,208.8,24.21,75.2,5.91,59.79,grapes
7.6,43.1,20.0,21.98,67.47,6.07,87.75,soybean
21.7,132.0,209.4,23.07,89.03,6.05,64.29,grapes
59.4,38.5,42.6,17.1,58.19,5.65,32.98,garlic
34.1,75.2,24.6,24.52,75.2,6.99,80.95,soybean
68.6,85.9,21.1,23.35,53.18,7.08,65.23,maize
65.3,54.1,43.1,20.94,53.75,6.28,12.88,onion
74.5,36.0,45.7,17.89,64.04,6.01,28.22,garlic
47.4,63.3,52.1,31.62,91.3,6.98,226.1,papaya
73.4,28.7,25.5,31.36,59.25,7.39,45.27,sorghum
81.7,70.3,38.4,24.94,80.23,7.15,169.81,jute
17.8,23.7,30.6,31.72,47.02,7.3,62.71,mango
92.9,48.1,49.4,19.62,67.38,6.82,53.52,tomato
15.2,10.3,44.4,28.7,51.74,6.28,78.6,mango
14.9,37.6,27.2,28.36,43.82,6.44,91.31,mango
69.5,48.3,41.0,17.64,50.23,6.89,47.84,onion
31.6,155.5,144.5,18.69,90.08,6.63,104.06,apple
28.0,25.0,31.7,30.5,43.66,7.07,95.51,mango
95.7,24.4,35.0,26.95,78.88,6.65,274.63,rice
22.4,19.7,32.1,27.92,51.41,5.65,100.21,mango
32.0,22.8,35.4,22.19,91.22,7.19,112.09,pomegranate
70.0,58.1,48.0,34.36,93.17,7.14,185.44,papaya
88.0,33.7,38.3,28.06,54.39,6.81,20.58,sorghum
10.6,31.3,46.0,20.88,87.12,7.1,84.17,pomegranate
43.1,16.0,37.9,24.12,74.65,6.13,65.27,fingermillet
113.9,51.7,77.9,21.19,66.43,6.35,68.52,tomato
25.0,24.5,27.5,28.61,51.13,5.85,73.63,mango
39.2,99.9,43.5,29.54,96.09,6.57,180.89,papaya
41.4,39.5,38.8,29.15,49.8,7.26,56.18,sorghum
22.5,21.8,38.5,26.03,90.48,7.07,172.46,pomegranate
92.9,53.1,76.3,15.83,59.94,4.96,98.68,potato
65.9,61.8,71.1,19.88,75.32,5.92,61.17,potato
54.3,45.8,45.5,19.85,58.99,6.74,62.07,wheat
53.5,76.3,95.0,17.19,23.36,6.49,121.16,chickpea
90.2,30.4,41.8,29.27,78.11,6.29,139.99,sugarcane
67.9,23.3,18.6,28.3,51.82,6.22,69.6,sorghum
95.5,63.5,22.2,19.08,62.65,6.66,84.36,maize
76.7,22.3,45.7,27.28,92.91,6.49,25.93,muskmelon
132.5,38.9,29.8,24.93,77.95,6.37,111.78,sugarcane
21.2,32.3,24.2,28.54,60.09,5.67,64.23,groundnut
21.7,23.1,44.8,22.61,92.3,6.86,137.82,pomegranate
16.2,68.3,10.9,23.27,62.83,7.35,36.34,lentil
22.9,11.0,29.1,24.27,87.93,5.88,130.02,pomegranate
21.9,89.2,22.4,25.39,65.2,6.8,64.93,lentil
25.2,44.5,22.4,28.16,56.72,7.6,41.8,mothbeans
22.4,39.5,20.9,23.82,50.86,6.15,156.88,pigeonpeas
108.1,29.0,49.3,28.08,92.18,6.74,25.21,muskmelon
19.5,47.4,21.9,34.02,53.95,7.51,42.7,mothbeans
16.7,47.8,24.1,21.59,72.38,5.48,163.66,soybean
63.8,39.3,41.1,28.76,89.44,5.75,152.15,ginger
85.1,59.6,35.3,25.61,77.92,6.41,236.17,rice
15.7,36.6,33.8,26.04,52.41,6.19,83.83,mango
19.1,87.4,23.9,21.45,23.66,5.32,71.5,kidneybeans
7.0,67.9,18.6,25.09,63.5,5.73,119.77,pigeonpeas
92.0,45.2,41.6,29.2,42.56,7.5,50.93,sorghum
14.8,80.2,9.8,28.32,46.22,6.13,214.9,pigeonpeas
20.4,16.9,35.9,24.2,78.58,5.78,38.85,fingermillet
42.7,32.0,26.1,28.28,70.12,7.73,107.33,fingermillet
84.3,82.4,64.4,10.42,74.86,5.44,74.67,potato
35.5,32.8,22.2,33.8,53.5,6.66,83.45,mango
0.1,35.7,16.7,31.81,53.52,6.92,49.06,mothbeans
50.6,33.5,45.1,13.93,53.53,5.94,40.36,garlic
112.6,12.8,60.2,27.56,81.97,6.59,47.93,watermelon
14.0,64.8,19.2,24.68,85.71,6.44,28.26,mungbean
68.2,50.5,54.8,14.07,50.34,6.41,65.46,wheat
80.0,58.2,83.2,26.12,78.62,6.41,89.89,tomato
50.3,53.3,83.1,12.69,82.38,5.98,33.28,potato
17.6,22.7,10.7,24.71,88.76,7.51,200.25,orange
17.1,77.5,25.6,26.63,68.04,6.54,103.34,soybean
46.6,37.3,28.6,10.6,38.19,7.58,35.79,barley
9.4,72.4,17.7,28.09,69.42,6.56,39.89,lentil
11.9,15.1,42.3,19.48,89.02,6.44,116.64,pomegranate
28.5,90.9,228.5,25.41,82.75,5.55,32.78,grapes
28.1,135.1,142.1,22.03,90.69,6.46,102.18,apple
41.7,52.3,91.3,21.47,23.82,7.07,87.25,chickpea
25.6,54.1,24.0,28.21,53.2,5.16,94.0,groundnut
18.4,78.2,16.0,27.18,47.61,5.38,162.65,pigeonpeas
16.4,19.9,34.3,28.99,95.41,5.49,85.98,coconut
33.4,57.8,16.1,28.47,50.29,5.37,65.22,groundnut
77.6,38.7,34.7,30.69,48.22,7.17,62.55,sorghum
75.8,67.0,58.9,22.97,65.77,6.62,73.97,onion
58.0,59.1,37.8,12.3,52.18,7.01,40.42,mustard
62.9,29.6,37.2,8.68,53.03,7.19,59.93,barley
9.1,44.8,16.0,32.15,45.2,7.4,47.69,mothbeans
13.2,78.5,24.0,24.09,68.32,5.81,99.21,soybean
59.8,37.4,19.0,16.53,30.81,7.59,37.81,barley
17.3,10.5,17.7,28.33,97.12,6.49,160.03,coconut
59.0,75.1,29.1,18.74,62.71,6.79,49.99,mustard
19.6,18.0,29.1,26.56,51.55,5.62,22.17,mango
23.0,16.8,45.5,16.9,92.89,7.54,57.61,pomegranate
119.0,67.5,54.5,24.02,79.53,6.5,71.05,tomato
113.7,38.4,45.0,14.19,55.74,6.31,46.08,mustard
27.6,89.2,19.0,27.01,61.82,5.7,173.1,pigeonpeas
109.0,28.5,32.4,24.13,74.51,6.72,186.45,sugarcane
36.8,54.7,11.6,29.16,64.34,5.87,42.41,groundnut
68.0,64.2,54.0,8.48,51.93,6.99,29.08,mustard
72.9,71.4,42.0,28.53,76.05,6.68,162.46,jute
103.4,51.9,27.2,18.43,58.71,5.79,93.51,maize
18.5,22.6,35.3,34.33,49.14,5.0,119.34,mango
108.0,61.8,33.9,11.37,70.46,6.33,71.55,mustard
71.6,76.0,93.1,11.95,83.05,5.57,93.09,potato
103.4,21.7,39.7,12.78,49.98,5.96,31.71,mustard
77.5,28.1,64.9,23.02,59.65,8.03,89.54,onion
53.1,59.7,38.7,23.42,78.19,6.6,187.25,jute
60.7,26.3,12.1,32.83,68.47,6.71,90.37,blackgram
72.0,21.5,54.0,31.4,90.7,6.52,33.09,muskmelon
12.0,71.8,38.0,24.99,71.48,6.4,40.96,lentil
67.9,47.9,19.6,15.15,64.87,6.25,91.75,maize
20.0,22.5,22.6,25.2,94.14,6.45,198.9,coconut
16.3,21.5,40.1,27.63,93.36,5.81,160.94,coconut
75.5,54.8,38.5,20.98,51.86,5.8,63.01,wheat
57.3,59.7,21.6,27.92,66.54,6.0,89.8,blackgram
99.9,76.3,44.5,10.65,37.51,6.47,55.56,mustard
1.2,13.2,14.2,18.94,91.48,5.78,151.91,orange
35.6,26.8,32.0,31.81,75.1,6.59,77.66,fingermillet
20.6,26.4,18.9,29.4,50.27,6.64,104.9,mango
27.2,80.7,11.0,27.59,48.36,6.05,203.36,pigeonpeas
29.8,44.4,24.2,22.49,69.85,5.88,101.12,fingermillet
103.7,52.6,35.4,14.48,52.43,6.74,33.79,mustard
45.9,62.0,16.4,30.19,59.84,7.45,62.22,blackgram
21.8,19.8,25.0,30.43,80.13,7.09,44.81,mungbean
78.6,57.5,55.8,23.05,76.85,5.78,106.76,ginger
27.2,33.2,29.8,25.63,86.02,6.55,92.28,fingermillet
95.1,42.2,37.2,17.26,54.45,6.97,48.61,mustard
68.6,48.2,43.0,19.9,52.42,6.94,71.89,wheat
13.2,26.0,32.4,29.31,49.41,4.99,87.24,mango
22.4,81.0,20.9,21.56,22.16,6.53,125.38,kidneybeans
30.0,43.8,22.2,33.75,60.18,6.94,17.44,mothbeans
40.6,73.6,78.7,16.6,10.0,7.54,59.99,chickpea
23.3,47.6,15.0,24.24,58.56,6.55,105.08,groundnut
21.1,67.5,15.1,23.14,63.62,6.39,56.47,lentil
24.8,12.2,3.0,24.9,91.54,7.27,183.55,orange
22.6,158.2,203.9,24.45,78.62,6.55,58.81,grapes
39.6,74.1,64.9,16.68,16.54,6.84,86.7,chickpea
94.7,37.3,35.8,30.17,40.85,6.69,17.78,sorghum
38.1,37.9,24.2,11.78,57.92,7.1,49.61,barley
43.2,21.7,26.2,21.46,93.6,5.31,145.28,coconut
90.9,41.2,49.2,18.0,49.08,7.46,46.87,onion
9.1,15.8,18.5,25.89,95.14,5.21,131.87,coconut
82.6,46.3,63.3,27.58,87.27,5.44,189.91,ginger
52.3,41.4,51.8,10.13,57.24,6.2,38.36,garlic
105.1,23.4,27.7,27.4,72.75,6.87,92.73,sugarcane
30.1,7.7,23.5,28.47,91.45,5.3,41.31,coconut
22.8,83.1,203.5,24.42,83.51,6.42,39.12,grapes
92.1,17.6,52.1,30.09,92.46,5.55,10.0,muskmelon
112.8,21.7,46.9,25.96,78.48,6.35,23.74,watermelon
92.0,45.8,37.4,21.92,74.07,7.11,211.28,jute
32.0,43.8,25.4,28.57,44.05,5.37,144.36,pigeonpeas
18.5,16.8,7.7,20.21,92.82,7.65,82.29,orange
20.7,38.5,18.2,32.23,47.56,7.01,41.71,mothbeans
55.1,57.4,44.4,22.27,76.66,6.55,79.41,jute
104.3,31.9,49.8,30.25,48.13,6.81,59.06,sorghum
106.6,93.9,73.9,22.67,68.59,5.86,86.3,tomato
22.5,63.5,30.4,27.66,54.91,6.24,149.28,pigeonpeas
28.9,54.6,102.2,14.86,89.42,5.28,50.53,potato
83.6,50.8,50.1,26.01,81.63,4.86,193.55,ginger
62.5,41.8,50.7,14.41,67.41,6.29,36.69,garlic
78.9,63.3,37.2,21.29,41.01,6.95,52.01,sunflower
21.8,14.9,8.4,21.96,88.76,5.97,71.06,orange
26.3,139.6,168.3,23.23,78.45,5.92,47.83,grapes
17.2,88.8,23.4,23.69,20.7,5.83,108.91,kidneybeans
15.5,124.3,218.3,22.73,90.41,6.34,106.38,apple
48.7,29.3,46.7,30.23,81.29,5.22,160.59,ginger
25.9,16.4,28.5,30.37,94.89,5.04,178.83,coconut
29.3,57.1,19.1,29.54,50.66,7.17,34.87,mothbeans
30.5,41.9,93.6,19.5,15.09,7.23,67.18,chickpea
29.4,25.3,20.7,32.14,87.31,7.67,44.12,mungbean
51.5,90.9,49.2,33.58,94.23,6.61,117.67,papaya
20.5,30.2,39.8,26.5,74.03,6.27,79.0,fingermillet
129.7,17.7,66.3,24.99,87.47,7.05,55.95,watermelon
70.4,47.7,47.2,20.85,66.74,6.38,159.7,jute
20.9,129.4,217.4,19.36,93.89,5.91,149.74,apple
32.4,53.0,20.6,30.68,74.25,6.71,47.55,blackgram
50.1,29.8,27.8,23.53,70.08,6.11,72.05,fingermillet
55.3,24.3,54.8,22.55,78.94,6.45,222.8,rice
52.8,72.8,64.6,25.06,81.46,5.38,145.98,ginger
27.2,140.0,194.8,24.12,83.33,5.75,68.94,grapes
19.0,14.8,11.5,21.85,95.24,7.0,140.02,orange
64.1,49.0,51.3,31.28,90.31,7.13,153.91,papaya
31.3,71.5,22.0,25.63,60.51,5.25,30.96,groundnut
14.8,17.9,4.6,24.11,93.22,7.36,144.34,orange
81.7,57.2,49.7,10.6,59.96,6.39,53.86,mustard
31.7,41.0,30.1,21.45,56.78,5.13,90.59,groundnut
77.1,27.5,44.1,29.53,36.57,6.55,65.83,sorghum
17.2,75.7,25.8,25.44,85.27,6.0,88.11,soybean
25.0,35.7,29.4,27.78,48.96,5.61,98.98,mango
96.7,63.1,44.5,29.82,72.56,7.67,202.04,jute
118.7,55.5,28.9,23.14,84.02,6.58,106.79,cotton
65.9,79.8,55.0,27.87,73.54,6.98,60.0,sunflower
87.5,37.9,42.9,29.43,80.13,7.25,130.91,jute
90.8,26.0,33.6,25.37,54.88,7.21,51.56,wheat
34.7,55.7,22.0,25.7,82.99,6.52,47.73,mungbean
23.9,62.6,12.5,20.83,73.56,6.6,91.28,soybean
29.3,8.1,22.8,23.91,96.62,5.9,183.46,coconut
94.4,37.5,24.7,26.9,78.28,6.22,111.8,jute
13.9,30.2,19.2,29.4,88.0,6.77,36.32,mungbean
6.0,8.6,43.9,22.81,90.7,7.18,117.25,pomegranate
23.4,52.8,14.1,22.98,63.88,7.06,53.01,lentil
103.1,45.3,44.9,14.25,57.4,6.76,50.68,wheat
86.8,42.4,14.4,28.4,57.26,5.82,75.28,maize
25.3,26.1,21.0,31.27,44.15,6.68,63.75,mango
88.4,16.0,43.4,25.9,87.53,6.7,32.08,watermelon
136.9,28.4,25.1,21.0,78.06,6.61,77.9,cotton
15.2,55.1,30.2,23.32,53.95,5.47,92.22,groundnut
72.0,30.8,52.8,21.81,59.07,7.2,52.17,onion
78.8,61.5,20.7,13.91,60.76,6.73,36.13,mustard
63.3,24.5,11.8,8.59,50.4,8.58,22.44,barley
87.0,28.9,26.1,29.01,43.28,7.08,51.15,sorghum
27.6,30.5,9.9,24.83,88.32,6.88,137.48,orange
33.8,33.8,21.9,21.02,17.68,6.08,126.47,kidneybeans
27.3,168.9,182.4,19.19,94.21,5.79,86.99,apple
27.7,158.5,250.0,23.64,89.69,5.68,125.5,apple
8.7,19.3,11.9,24.12,93.42,7.42,129.5,orange
40.7,47.9,55.6,18.9,51.06,5.71,43.97,sunflower
23.4,16.7,10.3,23.3,91.12,6.72,107.44,orange
140.1,40.4,10.2,22.76,75.53,6.67,61.04,cotton
103.3,56.7,17.1,29.63,76.09,6.7,55.9,cotton
35.3,69.5,51.7,28.14,87.32,5.81,96.32,ginger
77.8,68.4,60.2,24.35,82.63,6.1,87.86,tomato
83.6,66.1,68.2,25.06,76.36,6.88,92.09,tomato
12.6,85.1,22.5,27.32,76.04,6.03,107.59,soybean
98.2,59.3,14.6,26.67,63.54,6.18,74.56,maize
21.2,14.3,37.8,25.31,97.52,6.16,156.68,coconut
26.6,40.9,17.0,24.36,58.7,5.79,131.98,pigeonpeas
55.4,44.0,35.7,29.86,49.61,6.77,58.09,sorghum
36.5,14.0,22.4,27.65,62.92,6.04,56.52,fingermillet
31.7,14.3,20.6,25.26,93.66,6.35,182.31,coconut
29.4,58.3,71.0,15.2,12.44,6.8,137.25,chickpea
64.0,90.8,27.7,20.83,46.85,6.44,14.79,sunflower
26.2,138.8,162.2,25.4,77.16,6.29,74.54,grapes
13.3,43.2,35.9,35.51,59.46,6.5,68.51,mango
28.2,17.2,31.2,29.25,94.99,6.52,156.79,coconut
62.8,42.9,34.8,28.02,85.4,6.68,312.98,rice
150.0,40.4,15.1,24.29,81.12,7.6,95.5,cotton
23.7,138.8,236.4,21.78,93.57,6.07,89.5,apple
51.3,50.4,25.4,25.14,62.63,6.85,34.64,wheat
73.6,71.8,55.5,27.63,89.87,5.59,99.47,banana
74.7,54.7,44.7,21.0,80.09,5.33,192.72,ginger
73.1,16.6,49.1,26.01,88.55,6.67,51.06,watermelon
30.3,29.8,38.4,25.15,54.87,5.68,79.53,groundnut
21.8,24.1,17.7,35.81,50.66,6.34,94.7,mango
18.4,87.0,19.9,27.48,73.58,6.25,116.55,soybean
27.0,80.8,22.2,20.33,25.11,6.23,118.97,kidneybeans
22.6,7.2,23.3,24.49,95.29,4.46,186.06,coconut
22.2,25.3,54.8,26.17,44.24,5.11,98.57,mango
32.8,26.9,30.8,20.83,77.21,6.45,80.52,fingermillet
27.8,63.9,22.7,26.56,63.32,6.98,27.31,blackgram
24.4,47.0,30.8,32.02,49.95,6.2,114.83,mango
104.6,56.1,45.1,18.02,54.24,6.39,21.41,wheat
52.3,75.8,52.3,15.51,13.52,7.55,56.97,chickpea
95.5,79.6,43.5,23.13,85.61,6.1,171.42,rice
42.2,90.9,44.4,20.49,40.42,6.19,45.21,sunflower
77.7,48.1,37.5,14.47,44.48,6.19,50.09,wheat
63.6,50.6,42.4,23.33,58.55,5.96,83.03,wheat
22.0,18.2,40.6,24.21,92.58,5.69,170.44,coconut
19.5,20.8,46.5,21.6,90.95,6.45,115.83,pomegranate
34.6,156.9,211.2,24.53,75.42,7.1,73.98,grapes
96.3,47.8,34.5,23.62,79.97,5.67,248.39,rice
103.7,32.2,73.0,15.25,74.92,5.34,62.23,potato
46.5,35.9,20.0,27.0,76.84,6.35,119.62,fingermillet
80.8,62.9,51.7,30.98,90.7,6.51,141.83,papaya
32.1,29.7,60.9,33.79,90.83,6.37,124.9,papaya
29.3,117.0,175.9,22.74,86.03,6.06,46.64,grapes
33.3,86.1,64.0,17.87,18.46,7.66,97.28,chickpea
18.7,66.9,26.1,27.9,60.73,7.42,66.71,lentil
95.3,21.8,27.9,28.74,71.55,6.24,173.77,sugarcane
73.4,43.1,35.9,25.85,71.83,8.08,173.73,jute
103.4,22.5,45.0,16.19,37.82,7.2,75.87,wheat
20.9,83.9,17.6,27.16,60.58,6.1,134.14,soybean
121.6,48.5,31.0,26.4,80.72,6.88,82.27,cotton
36.8,130.1,177.7,17.34,94.65,5.35,109.02,apple
31.8,74.3,20.7,17.55,13.47,5.95,165.43,kidneybeans
103.0,51.8,50.8,19.49,56.27,7.04,43.97,onion
26.9,74.5,15.1,23.45,21.14,5.94,177.78,kidneybeans
38.9,45.2,33.1,8.22,25.68,6.41,50.02,barley
6.8,57.8,14.8,18.87,24.22,6.12,106.96,kidneybeans
18.1,19.7,37.8,28.3,92.78,5.76,192.38,coconut
96.6,88.3,72.2,30.3,84.62,6.19,66.17,tomato
59.1,49.2,35.7,27.31,47.9,5.97,50.26,sorghum
31.5,69.8,19.0,20.28,65.88,7.04,49.78,lentil
41.5,91.1,52.7,32.07,94.31,7.42,169.23,papaya
54.3,92.9,20.2,29.47,51.7,7.23,122.84,blackgram
20.1,130.6,250.0,24.78,93.86,5.85,82.1,apple
16.7,71.2,17.4,19.0,18.76,5.71,110.9,kidneybeans
32.0,58.8,21.0,30.22,85.79,6.09,69.84,mungbean
80.7,60.8,33.9,18.58,59.53,6.76,32.95,onion
71.5,47.7,22.8,24.42,82.28,6.96,96.54,cotton
40.1,49.7,34.3,18.52,63.7,5.71,35.98,garlic
17.4,83.2,20.8,28.97,45.84,6.25,144.5,pigeonpeas
72.5,48.2,60.7,29.7,98.94,6.78,153.13,papaya
11.0,37.2,9.6,27.12,87.76,6.34,56.75,mungbean
119.8,50.8,37.3,25.73,90.91,6.44,178.11,sugarcane
45.7,128.9,58.7,25.7,82.52,5.68,128.08,banana
30.3,79.7,22.9,24.74,56.64,5.26,153.36,pigeonpeas
15.5,14.7,16.2,23.03,92.58,7.36,123.01,orange
14.5,74.2,21.9,23.18,74.93,7.47,123.01,soybean
65.4,26.8,35.6,24.87,65.84,6.14,82.83,fingermillet
102.7,12.5,55.1,27.63,93.22,6.51,25.09,muskmelon
38.9,21.6,10.3,24.06,96.45,6.99,113.92,orange
112.9,54.7,44.7,17.62,47.0,6.9,97.0,wheat
17.1,15.8,28.1,28.34,92.7,6.29,192.89,coconut
15.1,122.5,193.8,20.94,91.79,6.35,163.91,apple
4.7,30.1,28.0,25.55,98.46,5.16,168.13,coconut
31.6,21.8,11.0,24.22,91.79,6.57,151.35,orange
123.3,53.7,9.4,21.77,73.27,5.99,60.74,maize
15.3,59.0,20.0,31.53,64.12,7.09,47.81,mothbeans
22.9,117.8,226.1,28.58,80.17,5.15,63.97,grapes
63.6,17.3,53.4,30.02,93.65,6.79,27.83,muskmelon
19.0,22.2,9.0,20.81,90.23,6.09,82.92,orange
59.9,63.1,16.3,31.82,58.24,6.93,91.47,blackgram
125.6,41.5,21.3,18.83,59.09,6.21,67.31,maize
25.6,62.6,16.0,26.03,72.11,6.03,116.39,soybean
44.4,49.8,89.7,12.11,78.19,5.32,63.81,potato
8.5,58.9,13.4,25.27,63.05,6.87,45.23,lentil
108.8,21.2,43.6,27.34,90.13,6.18,12.23,muskmelon
21.2,30.9,27.8,27.75,58.28,5.55,83.03,groundnut
8.8,66.5,10.1,19.44,18.49,5.96,98.25,kidneybeans
12.0,45.4,25.0,28.53,51.09,6.09,112.7,groundnut
57.3,47.1,45.7,19.66,72.55,7.44,147.68,jute
43.0,43.0,30.3,21.08,75.97,6.78,69.44,fingermillet
19.8,62.4,18.3,23.74,46.34,6.41,162.06,pigeonpeas
40.7,36.3,21.0,27.07,83.19,5.95,105.96,fingermillet
109.7,90.2,50.2,23.42,75.26,5.53,48.5,banana
66.6,39.3,38.9,25.04,83.46,6.17,255.78,rice
85.0,45.2,42.4,18.07,65.92,6.66,70.29,wheat
28.6,120.1,207.4,26.71,79.34,5.78,48.2,grapes
20.1,6.4,28.3,31.41,58.7,6.61,26.42,mothbeans
55.9,35.7,21.0,5.0,39.97,7.55,35.31,barley
88.4,108.2,52.0,24.49,87.56,5.88,145.41,banana
35.1,37.9,22.0,11.17,51.22,7.44,61.42,barley
95.6,11.0,50.0,24.73,83.78,7.17,43.62,watermelon
111.7,18.9,57.7,28.65,89.28,6.15,20.52,muskmelon
40.6,85.8,22.5,28.13,46.36,7.05,111.84,blackgram
55.5,51.5,61.1,27.7,84.32,5.9,196.88,ginger
16.4,17.8,2.4,24.75,93.28,6.99,98.75,orange
90.6,42.0,45.0,32.93,45.68,6.81,44.45,sorghum
9.0,135.1,229.2,23.42,80.9,6.02,105.25,grapes
23.5,27.3,27.2,34.79,42.91,4.95,89.8,mango
89.0,49.9,64.8,25.01,78.33,5.83,90.53,tomato
20.2,32.6,33.5,31.23,51.3,6.54,55.99,sorghum
82.2,90.1,75.9,29.81,74.98,5.8,47.33,tomato
27.7,135.0,196.5,23.99,94.2,6.38,110.91,apple
61.0,44.4,43.8,24.47,81.34,6.18,152.39,rice
