Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name
59.96,Loamy,Millets,7,7,35,14-35-14
38.52,Red,Barley,40,0,0,Urea
65.79,Sandy,Sugarcane,13,0,13,14-35-14
48.62,Black,Ground Nuts,16,11,13,20-20
38.35,Black,Paddy,11,0,16,10-26-26
60.35,Clayey,Ground Nuts,5,11,25,DAP
34.99,Loamy,Paddy,26,3,19,10-26-26
44.03,Sandy,Barley,18,1,16,14-35-14
49.02,Clayey,Millets,7,0,38,20-20
33.57,Clayey,Paddy,8,8,31,Urea
49.13,Red,Ground Nuts,35,2,0,Urea
66.23,Loamy,Wheat,8,7,29,DAP
52.35,Clayey,Oil seeds,10,8,29,10-26-26
61.06,Clayey,Sugarcane,10,2,12,28-28
32.44,Loamy,Sugarcane,22,0,20,DAP
49.57,Clayey,Maize,7,12,28,17-17-17
50.09,Red,Maize,33,0,0,10-26-26
37.59,Clayey,Barley,26,0,22,20-20
22.83,Sandy,Sugarcane,15,0,37,10-26-26
30.56,Loamy,Pulses,9,0,12,DAP
43.5,Loamy,Barley,16,1,45,20-20
60.1,Loamy,Barley,8,10,9,14-35-14
45.57,Sandy,Ground Nuts,9,0,33,14-35-14
24.91,Sandy,Barley,10,3,12,20-20
50.89,Black,Cotton,19,0,23,17-17-17
20.45,Loamy,Oil seeds,12,14,30,28-28
41.08,Clayey,Wheat,37,0,0,10-26-26
47.6,Black,Cotton,22,3,26,DAP
52.82,Black,Tobacco,2,18,16,14-35-14
40.47,Black,Paddy,16,0,42,10-26-26
30.19,Loamy,Barley,16,3,41,Urea
70.0,Sandy,Maize,13,14,17,Urea
30.0,Black,Millets,34,0,0,20-20
31.24,Black,Sugarcane,9,1,43,DAP
32.1,Loamy,Cotton,36,2,2,Urea
50.5,Black,Pulses,7,0,9,14-35-14
20.23,Black,Cotton,13,0,9,20-20
59.78,Sandy,Sugarcane,3,8,27,DAP
40.95,Clayey,Maize,22,0,16,17-17-17
50.78,Loamy,Barley,7,0,46,20-20
24.47,Black,Sugarcane,14,0,38,17-17-17
43.35,Sandy,Tobacco,5,0,11,28-28
44.6,Red,Cotton,13,9,30,17-17-17
23.76,Loamy,Oil seeds,36,0,0,20-20
30.97,Sandy,Sugarcane,35,0,0,10-26-26
39.05,Red,Paddy,11,2,39,20-20
52.62,Clayey,Tobacco,18,2,14,Urea
68.56,Clayey,Pulses,34,3,2,17-17-17
65.51,Sandy,Sugarcane,28,0,23,17-17-17
35.38,Sandy,Wheat,13,0,36,14-35-14
49.7,Red,Wheat,27,0,24,14-35-14
35.37,Clayey,Cotton,4,23,16,Urea
64.67,Sandy,Pulses,5,7,29,10-26-26
41.31,Clayey,Tobacco,11,1,38,10-26-26
41.09,Sandy,Sugarcane,8,6,24,28-28
44.46,Sandy,Paddy,43,0,1,28-28
58.59,Red,Oil seeds,14,4,28,10-26-26
50.66,Black,Pulses,13,0,36,20-20
36.5,Clayey,Sugarcane,42,1,0,10-26-26
48.85,Sandy,Paddy,20,0,22,10-26-26
36.86,Red,Tobacco,15,0,7,Urea
26.04,Loamy,Sugarcane,36,0,0,10-26-26
49.22,Clayey,Wheat,20,1,31,DAP
35.09,Black,Tobacco,19,0,25,14-35-14
37.42,Clayey,Sugarcane,39,0,0,20-20
22.72,Loamy,Ground Nuts,6,7,27,Urea
25.0,Black,Paddy,42,0,0,20-20
34.22,Red,Ground Nuts,8,5,24,DAP
63.21,Sandy,Maize,10,3,31,DAP
30.9,Red,Wheat,14,1,42,14-35-14
49.49,Clayey,Cotton,22,0,15,10-26-26
24.3,Black,Maize,13,12,7,DAP
57.25,Sandy,Paddy,30,0,0,DAP
42.86,Clayey,Maize,27,0,23,DAP
27.14,Loamy,Barley,16,0,11,14-35-14
26.71,Red,Cotton,5,8,35,10-26-26
67.27,Loamy,Barley,5,6,30,28-28
24.12,Clayey,Maize,33,0,0,14-35-14
32.78,Black,Cotton,42,0,0,28-28
32.25,Clayey,Sugarcane,41,2,1,10-26-26
38.43,Loamy,Tobacco,8,4,9,17-17-17
52.89,Black,Paddy,12,7,25,28-28
40.68,Sandy,Paddy,12,2,42,20-20
28.26,Sandy,Paddy,8,1,10,Urea
50.17,Black,Ground Nuts,8,1,38,10-26-26
35.01,Red,Barley,27,0,18,10-26-26
44.37,Black,Wheat,23,3,20,14-35-14
54.47,Loamy,Millets,26,2,16,17-17-17
40.62,Black,Cotton,11,4,43,20-20
35.13,Clayey,Paddy,16,0,24,28-28
30.58,Loamy,Cotton,23,2,18,28-28
25.94,Sandy,Cotton,9,2,45,Urea
42.17,Loamy,Wheat,25,4,26,20-20
58.19,Loamy,Wheat,8,14,22,17-17-17
33.36,Clayey,Paddy,12,0,13,20-20
47.98,Clayey,Millets,41,0,0,28-28
47.87,Black,Wheat,24,0,19,10-26-26
46.49,Clayey,Pulses,14,0,36,20-20
52.48,Red,Paddy,22,0,16,20-20
59.46,Black,Millets,13,0,30,17-17-17
27.03,Clayey,Cotton,20,3,20,14-35-14
49.86,Sandy,Maize,6,2,11,Urea
44.67,Loamy,Barley,12,0,14,28-28
27.22,Loamy,Paddy,5,6,27,20-20
32.42,Clayey,Cotton,3,4,27,17-17-17
36.18,Clayey,Sugarcane,8,0,34,17-17-17
53.34,Sandy,Oil seeds,14,13,14,10-26-26
32.14,Loamy,Barley,42,1,1,DAP
31.16,Black,Ground Nuts,21,2,19,Urea
37.24,Black,Millets,19,4,18,DAP
45.2,Black,Ground Nuts,9,0,6,Urea
47.11,Sandy,Pulses,31,4,0,28-28
57.41,Loamy,Maize,43,0,0,28-28
47.14,Red,Sugarcane,36,0,0,17-17-17
27.13,Sandy,Pulses,13,6,14,10-26-26
40.75,Red,Sugarcane,35,4,0,10-26-26
37.93,Loamy,Barley,42,0,0,28-28
43.13,Sandy,Oil seeds,23,4,22,17-17-17
29.91,Clayey,Pulses,14,12,11,20-20
54.62,Loamy,Ground Nuts,10,0,45,10-26-26
45.68,Clayey,Ground Nuts,25,0,23,20-20
40.74,Sandy,Cotton,13,0,36,14-35-14
48.19,Black,Pulses,23,4,15,14-35-14
28.04,Loamy,Ground Nuts,11,0,15,Urea
43.16,Loamy,Barley,25,4,25,DAP
55.52,Clayey,Maize,13,10,31,Urea
28.44,Black,Cotton,34,0,2,14-35-14
27.78,Red,Wheat,12,4,38,28-28
42.69,Sandy,Ground Nuts,38,1,4,17-17-17
52.81,Red,Cotton,7,7,32,17-17-17
32.01,Sandy,Wheat,14,0,42,28-28
49.47,Loamy,Oil seeds,25,0,22,DAP
34.44,Black,Cotton,14,12,19,20-20
48.77,Loamy,Sugarcane,16,18,13,20-20
33.18,Red,Ground Nuts,8,15,14,17-17-17
39.03,Sandy,Wheat,14,0,16,Urea
54.3,Red,Wheat,11,5,36,28-28
42.16,Clayey,Oil seeds,42,0,0,Urea
48.81,Sandy,Oil seeds,13,0,8,Urea
34.22,Loamy,Cotton,22,2,23,17-17-17
35.86,Red,Barley,31,0,4,10-26-26
43.48,Red,Pulses,22,0,27,14-35-14
20.0,Clayey,Maize,11,9,30,14-35-14
37.72,Black,Paddy,10,15,12,17-17-17
38.15,Black,Oil seeds,20,0,17,17-17-17
35.39,Loamy,Millets,11,0,45,17-17-17
40.57,Red,Barley,27,3,24,DAP
20.56,Clayey,Sugarcane,38,0,0,DAP
25.59,Loamy,Millets,7,0,42,14-35-14
33.14,Red,Cotton,24,0,17,DAP
43.85,Black,Cotton,16,0,12,20-20
30.9,Clayey,Ground Nuts,11,3,8,10-26-26
49.37,Black,Tobacco,11,17,10,14-35-14
68.76,Clayey,Tobacco,13,8,19,Urea
20.0,Black,Oil seeds,8,15,13,Urea
35.37,Loamy,Maize,13,0,8,28-28
35.49,Black,Cotton,15,0,40,17-17-17
42.57,Red,Millets,45,1,3,14-35-14
54.97,Sandy,Maize,8,7,32,14-35-14
45.12,Black,Millets,41,1,0,DAP
62.52,Clayey,Millets,8,4,25,28-28
38.84,Red,Tobacco,5,11,24,20-20
41.74,Clayey,Barley,9,8,16,28-28
35.42,Clayey,Sugarcane,20,1,16,28-28
50.39,Black,Sugarcane,37,0,0,17-17-17
53.62,Clayey,Sugarcane,26,0,14,17-17-17
47.98,Red,Sugarcane,25,0,21,17-17-17
43.1,Black,Maize,25,4,23,20-20
39.03,Sandy,Barley,6,4,15,DAP
45.91,Loamy,Sugarcane,41,0,0,DAP
37.01,Red,Wheat,4,0,16,DAP
58.72,Black,Wheat,10,0,4,14-35-14
28.49,Sandy,Ground Nuts,10,1,11,Urea
37.18,Sandy,Oil seeds,17,4,9,28-28
57.54,Red,Paddy,11,7,33,28-28
58.43,Black,Sugarcane,5,9,31,DAP
39.74,Black,Pulses,6,4,39,17-17-17
20.0,Black,Maize,8,5,25,20-20
33.17,Clayey,Wheat,10,0,37,17-17-17
25.86,Clayey,Millets,16,0,35,Urea
36.95,Loamy,Maize,8,15,14,17-17-17
28.33,Sandy,Barley,11,0,18,Urea
28.99,Red,Wheat,39,0,0,10-26-26
45.6,Sandy,Oil seeds,37,3,0,28-28
47.95,Red,Ground Nuts,7,14,20,14-35-14
65.59,Red,Sugarcane,19,0,20,Urea
42.63,Black,Millets,17,2,6,DAP
39.46,Clayey,Barley,41,0,0,20-20
35.94,Black,Tobacco,35,0,2,14-35-14
61.22,Clayey,Tobacco,5,7,30,17-17-17
36.73,Red,Paddy,25,4,22,DAP
49.45,Sandy,Paddy,2,13,25,DAP
37.97,Sandy,Millets,17,0,21,28-28
37.17,Red,Millets,33,0,4,10-26-26
38.05,Loamy,Wheat,17,0,26,20-20
22.87,Sandy,Millets,12,0,17,Urea
59.75,Loamy,Cotton,11,7,26,28-28
69.58,Sandy,Cotton,14,0,33,10-26-26
53.34,Clayey,Barley,10,3,13,28-28
64.53,Loamy,Maize,17,3,41,28-28
34.87,Clayey,Wheat,23,2,19,Urea
20.39,Sandy,Wheat,9,18,20,17-17-17
53.11,Loamy,Oil seeds,5,19,24,DAP
58.52,Black,Barley,4,0,10,DAP
38.95,Clayey,Millets,26,0,18,DAP
49.84,Red,Oil seeds,10,13,12,20-20
54.36,Red,Barley,12,13,16,28-28
43.1,Red,Millets,20,0,20,DAP
28.55,Sandy,Cotton,9,20,22,10-26-26
36.66,Clayey,Cotton,9,6,22,20-20
32.34,Black,Wheat,20,0,18,Urea
56.12,Red,Oil seeds,9,8,14,28-28
37.35,Loamy,Pulses,17,4,41,Urea
51.2,Loamy,Maize,17,0,32,17-17-17
31.28,Black,Tobacco,16,0,21,28-28
41.84,Black,Wheat,14,4,37,17-17-17
36.8,Loamy,Maize,8,4,9,10-26-26
27.19,Clayey,Paddy,36,0,4,10-26-26
42.68,Sandy,Wheat,4,13,24,20-20
49.42,Red,Oil seeds,19,2,18,Urea
33.65,Sandy,Ground Nuts,37,0,4,20-20
57.81,Loamy,Sugarcane,5,0,17,20-20
59.25,Black,Barley,13,16,19,28-28
36.39,Sandy,Tobacco,15,2,14,17-17-17
20.31,Black,Oil seeds,13,15,13,DAP
61.32,Loamy,Tobacco,35,0,4,20-20
32.75,Loamy,Oil seeds,12,15,15,10-26-26
41.25,Sandy,Sugarcane,9,0,36,14-35-14
54.03,Red,Maize,5,20,20,20-20
33.13,Loamy,Paddy,8,0,10,20-20
50.97,Sandy,Oil seeds,17,0,40,14-35-14
58.41,Clayey,Paddy,28,1,18,20-20
41.51,Clayey,Cotton,20,4,13,10-26-26
63.09,Clayey,Oil seeds,8,13,12,DAP
38.35,Clayey,Wheat,25,1,17,Urea
28.43,Red,Pulses,11,12,15,Urea
58.93,Clayey,Tobacco,9,6,29,17-17-17
38.79,Black,Barley,27,0,16,17-17-17
57.79,Red,Cotton,23,0,20,10-26-26
21.5,Clayey,Tobacco,10,0,9,Urea
49.46,Clayey,Tobacco,25,2,17,14-35-14
69.54,Loamy,Oil seeds,39,0,0,28-28
47.38,Sandy,Paddy,3,14,16,DAP
40.82,Sandy,Pulses,5,12,30,Urea
50.99,Loamy,Maize,22,0,27,20-20
53.55,Black,Maize,17,1,6,20-20
56.75,Loamy,Paddy,11,4,27,Urea
55.41,Red,Maize,18,0,37,28-28
40.76,Clayey,Paddy,15,4,40,10-26-26
53.76,Black,Maize,9,11,33,17-17-17
60.63,Sandy,Wheat,26,1,19,14-35-14
38.85,Clayey,Ground Nuts,12,4,31,17-17-17
43.64,Clayey,Tobacco,10,12,9,10-26-26
56.76,Loamy,Tobacco,10,11,27,28-28
27.8,Sandy,Paddy,15,0,35,17-17-17
64.7,Red,Pulses,18,2,41,Urea
26.59,Red,Cotton,10,0,7,DAP
32.46,Clayey,Wheat,32,2,0,10-26-26
23.39,Loamy,Maize,18,11,8,28-28
38.08,Loamy,Barley,12,2,37,10-26-26
34.87,Clayey,Pulses,13,10,8,DAP
25.08,Sandy,Maize,38,0,4,17-17-17
30.0,Loamy,Sugarcane,15,0,11,17-17-17
55.43,Sandy,Maize,7,2,14,17-17-17
28.53,Loamy,Tobacco,37,0,0,Urea
59.88,Red,Barley,42,0,0,Urea
49.75,Red,Wheat,20,0,23,20-20
64.93,Red,Pulses,12,0,12,28-28
70.0,Loamy,Tobacco,10,8,31,28-28
44.62,Sandy,Barley,17,3,12,14-35-14
37.41,Sandy,Pulses,13,2,33,DAP
32.29,Red,Oil seeds,14,13,12,20-20
38.82,Clayey,Wheat,24,3,25,DAP
37.01,Clayey,Wheat,31,0,0,20-20
24.11,Red,Ground Nuts,34,3,0,20-20
37.36,Sandy,Wheat,17,0,14,20-20
57.38,Black,Paddy,4,13,28,20-20
46.25,Sandy,Paddy,8,2,14,20-20
41.26,Red,Oil seeds,17,4,37,Urea
37.37,Black,Maize,12,1,40,28-28
43.94,Clayey,Maize,10,6,27,DAP
36.81,Sandy,Wheat,26,3,17,10-26-26
41.51,Black,Millets,40,2,2,DAP
44.57,Black,Paddy,9,3,36,20-20
43.84,Loamy,Tobacco,13,1,37,14-35-14
52.38,Sandy,Barley,26,3,21,Urea
65.63,Black,Pulses,37,3,0,14-35-14
33.66,Clayey,Barley,8,18,20,DAP
39.38,Loamy,Millets,25,2,21,10-26-26
50.58,Clayey,Oil seeds,8,6,18,Urea
32.15,Loamy,Oil seeds,9,0,10,17-17-17
29.63,Red,Cotton,24,3,25,20-20
35.94,Loamy,Sugarcane,2,4,30,10-26-26
43.83,Black,Oil seeds,11,11,24,Urea
43.9,Red,Tobacco,6,4,30,Urea
64.23,Sandy,Barley,14,4,10,20-20
42.3,Loamy,Tobacco,42,2,4,20-20
36.08,Clayey,Pulses,19,0,18,14-35-14
56.95,Loamy,Sugarcane,11,0,31,17-17-17
40.64,Sandy,Paddy,11,1,14,28-28
64.22,Black,Pulses,14,7,16,20-20
34.25,Sandy,Sugarcane,35,2,0,10-26-26
29.33,Black,Millets,18,0,20,17-17-17
41.28,Red,Ground Nuts,9,5,28,28-28
34.23,Loamy,Paddy,10,10,31,Urea
50.02,Red,Barley,14,10,13,17-17-17
41.83,Loamy,Ground Nuts,15,0,41,14-35-14
32.81,Red,Wheat,11,0,40,10-26-26
24.0,Loamy,Maize,38,1,0,28-28
31.3,Sandy,Pulses,15,0,10,10-26-26
40.3,Red,Ground Nuts,9,14,10,DAP
58.67,Red,Tobacco,10,3,14,14-35-14
20.0,Loamy,Wheat,4,9,33,10-26-26
42.78,Loamy,Ground Nuts,8,4,28,28-28
34.34,Loamy,Cotton,6,0,36,20-20
37.12,Red,Paddy,5,0,18,DAP
37.91,Loamy,Oil seeds,15,0,14,20-20
30.5,Black,Wheat,45,2,0,28-28
33.71,Black,Sugarcane,39,0,0,10-26-26
26.79,Loamy,Cotton,15,4,40,20-20
30.31,Loamy,Oil seeds,37,1,0,10-26-26
45.93,Black,Oil seeds,4,13,20,14-35-14
70.0,Clayey,Paddy,13,13,27,17-17-17
35.14,Loamy,Pulses,14,9,7,DAP
53.98,Black,Sugarcane,12,0,42,Urea
48.25,Loamy,Sugarcane,45,0,0,28-28
43.37,Sandy,Barley,20,0,19,DAP
50.46,Clayey,Oil seeds,8,3,11,20-20
27.3,Sandy,Millets,15,0,38,20-20
27.93,Clayey,Paddy,23,0,19,17-17-17
53.2,Red,Sugarcane,23,0,15,20-20
33.8,Loamy,Sugarcane,37,4,0,28-28
70.0,Sandy,Millets,18,0,42,10-26-26
63.53,Sandy,Tobacco,41,0,0,14-35-14
32.53,Black,Wheat,10,2,36,17-17-17
51.26,Black,Sugarcane,11,0,31,14-35-14
31.53,Loamy,Wheat,13,0,40,28-28
44.53,Black,Barley,15,0,12,14-35-14
41.64,Clayey,Maize,39,0,0,17-17-17
61.44,Black,Millets,9,3,10,10-26-26
54.06,Loamy,Paddy,7,16,21,Urea
70.0,Clayey,Cotton,22,2,18,14-35-14
50.14,Sandy,Millets,11,0,11,Urea
44.5,Sandy,Millets,39,0,0,Urea
59.98,Black,Oil seeds,39,0,0,Urea
46.92,Black,Ground Nuts,10,14,16,DAP
41.53,Red,Wheat,26,0,16,17-17-17
24.87,Black,Pulses,19,13,15,DAP
52.25,Red,Maize,7,17,15,17-17-17
32.19,Clayey,Millets,17,3,23,28-28
42.44,Loamy,Maize,24,4,15,28-28
50.54,Red,Maize,7,0,36,20-20
64.38,Red,Paddy,25,0,19,14-35-14
47.72,Black,Millets,31,0,0,Urea
35.71,Clayey,Oil seeds,7,21,15,17-17-17
49.88,Black,Pulses,15,11,13,20-20
48.2,Loamy,Millets,15,17,10,17-17-17
67.46,Red,Millets,34,2,2,Urea
59.57,Loamy,Maize,26,0,17,10-26-26
46.64,Sandy,Paddy,22,0,20,28-28
32.79,Red,Cotton,7,4,34,17-17-17
42.2,Sandy,Millets,22,0,17,10-26-26
28.66,Red,Wheat,10,19,15,10-26-26
32.81,Clayey,Barley,7,0,12,28-28
40.97,Sandy,Pulses,4,0,10,DAP
42.35,Red,Maize,9,12,31,14-35-14
60.8,Loamy,Oil seeds,8,12,35,14-35-14
58.73,Black,Wheat,33,0,0,14-35-14
66.17,Sandy,Ground Nuts,8,4,13,Urea
37.24,Black,Tobacco,8,9,24,DAP
63.34,Red,Millets,39,4,2,14-35-14
25.84,Sandy,Pulses,31,0,0,10-26-26
36.18,Red,Tobacco,17,1,24,Urea
56.06,Red,Barley,37,0,0,10-26-26
20.0,Black,Oil seeds,13,8,29,Urea
49.81,Red,Maize,14,17,17,DAP
47.67,Black,Oil seeds,8,22,16,Urea
37.03,Clayey,Wheat,10,22,19,17-17-17
34.06,Clayey,Ground Nuts,22,0,24,14-35-14
34.96,Clayey,Sugarcane,19,0,37,17-17-17
52.18,Red,Oil seeds,13,11,8,Urea
30.88,Black,Oil seeds,12,7,12,10-26-26
35.42,Black,Pulses,8,3,9,14-35-14
57.52,Clayey,Cotton,8,7,33,17-17-17
34.17,Clayey,Paddy,14,0,35,20-20
36.53,Sandy,Barley,20,4,18,DAP
62.24,Clayey,Barley,13,0,14,14-35-14
33.78,Sandy,Cotton,28,0,13,DAP
70.0,Red,Ground Nuts,38,2,3,20-20
61.89,Red,Ground Nuts,4,0,17,DAP
55.0,Loamy,Oil seeds,45,0,0,10-26-26
68.72,Loamy,Millets,13,14,16,28-28
54.96,Black,Oil seeds,11,3,10,Urea
45.63,Loamy,Wheat,6,4,30,Urea
22.49,Red,Barley,21,0,19,14-35-14
46.16,Clayey,Maize,24,2,19,14-35-14
34.31,Clayey,Ground Nuts,26,0,20,17-17-17
32.77,Sandy,Paddy,16,3,14,10-26-26
44.88,Clayey,Sugarcane,38,4,3,28-28
54.53,Black,Tobacco,19,0,19,Urea
25.97,Sandy,Tobacco,8,0,38,DAP
35.51,Sandy,Cotton,28,0,21,DAP
59.61,Sandy,Maize,9,2,18,10-26-26
30.5,Clayey,Sugarcane,9,0,37,DAP
54.29,Sandy,Paddy,5,3,5,Urea
54.5,Black,Ground Nuts,14,17,21,17-17-17
34.91,Loamy,Ground Nuts,42,0,0,14-35-14
55.7,Loamy,Oil seeds,13,1,17,Urea
43.02,Black,Pulses,16,17,13,14-35-14
45.11,Clayey,Maize,15,21,14,14-35-14
27.4,Loamy,Barley,11,19,18,Urea
50.44,Black,Millets,6,8,31,20-20
43.27,Clayey,Barley,6,8,17,28-28
43.04,Clayey,Oil seeds,40,0,3,DAP
64.26,Clayey,Barley,8,17,14,28-28
54.8,Red,Ground Nuts,9,0,39,17-17-17
34.99,Red,Millets,13,7,28,28-28
41.52,Clayey,Cotton,16,1,34,28-28
49.96,Clayey,Millets,24,0,32,10-26-26
36.46,Red,Wheat,15,0,34,10-26-26
23.15,Clayey,Cotton,11,21,15,28-28
58.43,Red,Barley,10,2,39,DAP
44.63,Clayey,Barley,26,0,15,17-17-17
40.11,Black,Pulses,8,19,15,28-28
35.16,Loamy,Ground Nuts,12,0,40,10-26-26
34.6,Red,Tobacco,12,0,35,DAP
27.13,Loamy,Maize,11,3,38,14-35-14
34.14,Clayey,Tobacco,3,15,17,28-28
41.61,Black,Barley,10,0,10,20-20
49.22,Clayey,Ground Nuts,43,4,3,20-20
27.68,Sandy,Ground Nuts,37,0,0,28-28
43.47,Loamy,Millets,13,11,10,14-35-14
31.3,Black,Maize,14,0,12,Urea
50.53,Black,Tobacco,25,4,25,17-17-17
56.79,Clayey,Barley,13,17,12,28-28
52.93,Black,Barley,22,2,17,DAP
38.55,Sandy,Maize,13,0,17,Urea
31.64,Black,Cotton,28,0,19,28-28
47.22,Black,Millets,3,5,32,17-17-17
26.75,Sandy,Wheat,3,8,26,28-28
39.48,Clayey,Wheat,16,0,15,Urea
40.61,Loamy,Ground Nuts,10,7,30,28-28
21.95,Loamy,Wheat,11,1,38,28-28
54.34,Black,Ground Nuts,35,0,0,28-28
33.07,Loamy,Tobacco,10,0,40,28-28
64.54,Sandy,Tobacco,13,1,36,28-28
24.29,Black,Wheat,3,10,35,DAP
34.58,Black,Ground Nuts,13,2,40,10-26-26
20.2,Sandy,Pulses,13,5,29,17-17-17
27.1,Red,Maize,8,0,15,28-28
27.12,Loamy,Tobacco,8,15,19,10-26-26
20.92,Sandy,Oil seeds,15,0,13,28-28
33.17,Clayey,Wheat,37,1,0,Urea
58.35,Clayey,Maize,11,16,17,14-35-14
36.57,Clayey,Millets,37,0,0,20-20
22.78,Clayey,Millets,42,0,3,17-17-17
24.39,Red,Wheat,12,0,36,Urea
46.52,Sandy,Maize,42,0,0,20-20
41.43,Clayey,Oil seeds,8,3,30,10-26-26
43.92,Loamy,Wheat,10,15,15,10-26-26
29.02,Loamy,Barley,36,2,1,10-26-26
24.64,Loamy,Maize,38,2,0,17-17-17
37.64,Red,Sugarcane,25,0,29,DAP
49.2,Sandy,Barley,25,0,17,14-35-14
64.67,Loamy,Ground Nuts,17,0,36,14-35-14
20.0,Black,Tobacco,14,11,9,20-20
32.4,Loamy,Pulses,45,4,4,17-17-17
51.58,Red,Oil seeds,26,3,13,20-20
31.06,Loamy,Ground Nuts,10,1,11,28-28
43.22,Clayey,Oil seeds,5,4,38,Urea
60.82,Clayey,Tobacco,21,0,16,DAP
46.69,Red,Cotton,27,2,26,10-26-26
32.71,Black,Millets,10,1,13,28-28
67.95,Clayey,Wheat,28,3,20,DAP
54.71,Loamy,Sugarcane,45,3,4,17-17-17
20.0,Red,Sugarcane,16,4,35,Urea
49.95,Sandy,Cotton,45,0,0,10-26-26
36.28,Loamy,Oil seeds,18,0,21,20-20
32.47,Loamy,Millets,45,0,2,DAP
31.44,Loamy,Ground Nuts,35,2,4,28-28
45.86,Sandy,Millets,12,2,17,17-17-17
39.02,Loamy,Wheat,16,0,15,DAP
57.77,Sandy,Pulses,11,3,10,14-35-14
56.36,Black,Tobacco,10,2,29,28-28
55.63,Red,Paddy,12,0,38,10-26-26
25.07,Black,Tobacco,9,7,32,14-35-14
59.17,Black,Barley,2,9,29,DAP
53.07,Loamy,Barley,11,0,17,10-26-26
53.03,Red,Paddy,15,4,34,14-35-14
47.94,Clayey,Pulses,10,8,15,Urea
38.97,Sandy,Paddy,32,0,0,Urea
31.65,Clayey,Millets,15,2,39,10-26-26
29.4,Loamy,Wheat,36,2,2,Urea
36.23,Sandy,Millets,13,0,12,Urea
36.74,Red,Cotton,14,3,38,14-35-14
43.25,Black,Millets,22,0,25,14-35-14
57.25,Loamy,Cotton,9,4,35,17-17-17
28.18,Clayey,Paddy,38,0,1,10-26-26
54.27,Loamy,Maize,15,0,42,20-20
64.16,Clayey,Cotton,11,3,11,28-28
41.85,Sandy,Cotton,37,0,0,14-35-14
30.79,Loamy,Wheat,19,0,36,Urea
37.43,Black,Millets,39,0,4,Urea
48.71,Clayey,Pulses,37,0,0,20-20
30.27,Black,Pulses,37,1,2,Urea
30.17,Loamy,Maize,9,0,15,28-28
48.24,Loamy,Ground Nuts,42,2,4,14-35-14
54.1,Clayey,Millets,3,14,25,17-17-17
38.97,Clayey,Cotton,19,3,19,10-26-26
62.76,Sandy,Wheat,10,0,36,Urea
45.47,Sandy,Paddy,14,0,42,DAP
57.04,Loamy,Millets,7,13,30,17-17-17
28.92,Loamy,Millets,14,0,11,DAP
39.95,Clayey,Sugarcane,13,0,43,17-17-17
59.26,Red,Pulses,5,7,36,17-17-17
39.78,Black,Oil seeds,11,0,34,14-35-14
45.0,Loamy,Barley,18,1,41,20-20
56.47,Red,Wheat,40,3,2,10-26-26
41.38,Red,Wheat,42,0,0,28-28
33.23,Loamy,Maize,4,14,22,DAP
23.04,Black,Wheat,35,3,3,20-20
46.06,Red,Sugarcane,11,3,29,17-17-17
42.0,Black,Oil seeds,23,0,17,10-26-26
42.29,Loamy,Pulses,24,0,20,28-28
38.33,Sandy,Oil seeds,22,3,24,17-17-17
65.53,Sandy,Pulses,13,3,34,Urea
38.42,Red,Paddy,25,0,18,17-17-17
39.22,Red,Barley,13,0,11,17-17-17
57.88,Black,Millets,39,2,2,10-26-26
42.71,Loamy,Pulses,38,4,2,14-35-14
36.26,Loamy,Wheat,40,0,0,28-28
54.55,Clayey,Ground Nuts,19,0,25,10-26-26
46.4,Red,Paddy,14,0,40,10-26-26
44.83,Black,Cotton,13,2,6,17-17-17
30.14,Red,Wheat,15,0,11,20-20
26.45,Sandy,Tobacco,22,4,22,DAP
59.38,Clayey,Tobacco,11,4,37,20-20
50.79,Sandy,Wheat,18,1,18,14-35-14
34.52,Red,Paddy,18,0,18,20-20
63.42,Loamy,Barley,9,0,8,17-17-17
42.91,Clayey,Paddy,11,0,37,Urea
29.35,Sandy,Oil seeds,16,16,18,28-28
64.76,Clayey,Pulses,18,0,36,28-28
63.85,Clayey,Oil seeds,11,3,40,DAP
52.84,Black,Barley,9,4,6,10-26-26
54.46,Red,Pulses,8,2,10,20-20
35.7,Sandy,Barley,9,2,8,Urea
24.08,Sandy,Oil seeds,13,2,36,14-35-14
35.68,Black,Oil seeds,26,1,26,14-35-14
46.1,Sandy,Barley,12,15,21,17-17-17
62.54,Loamy,Cotton,24,1,17,20-20
21.61,Black,Tobacco,30,0,4,10-26-26
70.0,Clayey,Tobacco,17,2,33,DAP
39.45,Red,Wheat,5,21,19,Urea
70.0,Black,Oil seeds,31,0,0,14-35-14
38.25,Black,Tobacco,42,1,3,28-28
43.81,Sandy,Barley,18,0,26,28-28
53.93,Loamy,Cotton,14,4,8,Urea
50.89,Loamy,Oil seeds,12,2,6,17-17-17
46.82,Clayey,Wheat,6,13,23,17-17-17
26.58,Sandy,Wheat,16,0,32,14-35-14
42.16,Clayey,Cotton,24,1,14,20-20
55.16,Black,Maize,8,8,19,28-28
35.47,Black,Oil seeds,31,1,0,14-35-14
33.74,Red,Ground Nuts,18,0,42,DAP
34.51,Clayey,Maize,24,0,22,20-20
37.84,Black,Oil seeds,19,1,21,10-26-26
64.33,Black,Sugarcane,8,9,32,20-20
22.59,Black,Millets,9,0,11,Urea
48.09,Sandy,Millets,37,0,0,20-20
